Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
42500,vadeyle,ama,dolar,kredi,True,TUTAR
dolar,ama,42500,kredi,istiyorum,False,DIGER
kredi,42500,dolar,istiyorum,ama,False,DIGER
istiyorum,dolar,kredi,ama,geliri,False,DIGER
ama,kredi,istiyorum,geliri,79500,False,DIGER
geliri,istiyorum,ama,79500,euro,False,DIGER
79500,ama,geliri,euro,olan,True,GELIR
euro,geliri,79500,olan,kişiye,False,DIGER
olan,79500,euro,kişiye,<YOK>,False,DIGER
kişiye,euro,olan,<YOK>,<YOK>,False,DIGER
3,<YOK>,<YOK>,aylık,ama,True,VADE
aylık,<YOK>,3,ama,175000,False,DIGER
ama,3,aylık,175000,dolar,False,DIGER
175000,aylık,ama,dolar,kredi,True,TUTAR
dolar,ama,175000,kredi,isteyen,False,DIGER
kredi,175000,dolar,isteyen,birine,False,DIGER
isteyen,dolar,kredi,birine,ama,False,DIGER
birine,kredi,isteyen,ama,69500,False,DIGER
ama,isteyen,birine,69500,gideri,False,DIGER
69500,birine,ama,gideri,olan,True,GIDER
gideri,ama,69500,olan,birine,False,DIGER
olan,69500,gideri,birine,<YOK>,False,DIGER
5500,<YOK>,<YOK>,dolar,gideri,True,GIDER
dolar,<YOK>,5500,gideri,bulunan,False,DIGER
gideri,5500,dolar,bulunan,birine,False,DIGER
bulunan,dolar,gideri,birine,ve,False,DIGER
birine,gideri,bulunan,ve,465000,False,DIGER
ve,bulunan,birine,465000,kredi,False,DIGER
465000,birine,ve,kredi,istiyorum,True,TUTAR
kredi,ve,465000,istiyorum,ama,False,DIGER
istiyorum,465000,kredi,ama,ortalama,False,DIGER
ama,kredi,istiyorum,ortalama,148000,False,DIGER
ortalama,istiyorum,ama,148000,TL,False,DIGER
148000,ama,ortalama,TL,kazanç,True,GELIR
TL,ortalama,148000,kazanç,sağlıyorum,False,DIGER
kazanç,148000,TL,sağlıyorum,<YOK>,False,DIGER
ay,<YOK>,38,vadeli,<YOK>,False,DIGER
56000,<YOK>,<YOK>,gideri,bulunan,True,GIDER
gideri,<YOK>,56000,bulunan,birine,False,DIGER
bulunan,56000,gideri,birine,ve,False,DIGER
birine,gideri,bulunan,ve,düzenli,False,DIGER
ve,bulunan,birine,düzenli,gelirim,False,DIGER
düzenli,birine,ve,gelirim,75000,False,DIGER
gelirim,ve,düzenli,75000,€,False,DIGER
75000,düzenli,gelirim,€,ama,True,GELIR
€,gelirim,75000,ama,50500,False,DIGER
ama,75000,€,50500,TL'lik,False,DIGER
50500,€,ama,TL'lik,kredi,True,TUTAR
TL'lik,ama,50500,kredi,isteyen,False,DIGER
kredi,50500,TL'lik,isteyen,birine,False,DIGER
Giderim,<YOK>,<YOK>,62500,euro,False,DIGER
62500,<YOK>,Giderim,euro,ama,True,GIDER
euro,Giderim,62500,ama,birine,False,DIGER
ama,62500,euro,birine,245000,False,DIGER
birine,euro,ama,245000,kredi,False,DIGER
245000,ama,birine,kredi,öner,True,TUTAR
kredi,birine,245000,öner,ama,False,DIGER
öner,245000,kredi,ama,maaşım,False,DIGER
ama,kredi,öner,maaşım,146000,False,DIGER
maaşım,öner,ama,146000,43,False,DIGER
146000,ama,maaşım,43,ay,True,GELIR
43,maaşım,146000,ay,içinde,True,VADE
ay,146000,43,içinde,ödemek,False,DIGER
Harcamalarım,<YOK>,<YOK>,41000,TL,False,DIGER
41000,<YOK>,Harcamalarım,TL,ve,True,GIDER
TL,Harcamalarım,41000,ve,toplam,False,DIGER
ve,41000,TL,toplam,gelirim,False,DIGER
toplam,TL,ve,gelirim,11000,False,DIGER
gelirim,ve,toplam,11000,57,False,DIGER
11000,toplam,gelirim,57,ay,True,GELIR
57,gelirim,11000,ay,vade,True,VADE
ay,11000,57,vade,ile,False,DIGER
vade,57,ay,ile,birine,False,DIGER
Gelirim,<YOK>,<YOK>,18000,euro,False,DIGER
18000,<YOK>,Gelirim,euro,ve,True,GELIR
euro,Gelirim,18000,ve,talep,False,DIGER
ve,18000,euro,talep,ettiğim,False,DIGER
talep,euro,ve,ettiğim,tutar,False,DIGER
ettiğim,ve,talep,tutar,36500,False,DIGER
tutar,talep,ettiğim,36500,TL,False,DIGER
36500,ettiğim,tutar,TL,ve,True,TUTAR
TL,tutar,36500,ve,55,False,DIGER
ve,36500,TL,55,ay,False,DIGER
55,TL,ve,ay,vadeyle,True,VADE
ay,ve,55,vadeyle,kredi,False,DIGER
471500,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,471500,kullanmak,istiyorum,False,DIGER
kullanmak,471500,kredi,istiyorum,ama,False,DIGER
aylık,istiyorum,ama,gideri,49500,False,DIGER
gideri,ama,aylık,49500,dolar,False,DIGER
49500,aylık,gideri,dolar,olan,True,GIDER
dolar,gideri,49500,olan,birine,False,DIGER
olan,49500,dolar,birine,<YOK>,False,DIGER
Maaşı,<YOK>,<YOK>,141000,olan,False,DIGER
141000,<YOK>,Maaşı,olan,biri,True,GELIR
olan,Maaşı,141000,biri,221000,False,DIGER
biri,141000,olan,221000,ihtiyaç,False,DIGER
221000,olan,biri,ihtiyaç,kredisi,True,TUTAR
ihtiyaç,biri,221000,kredisi,istiyorum,False,DIGER
kredisi,221000,ihtiyaç,istiyorum,aylık,False,DIGER
istiyorum,ihtiyaç,kredisi,aylık,gideri,False,DIGER
aylık,kredisi,istiyorum,gideri,68500,False,DIGER
gideri,istiyorum,aylık,68500,TL,False,DIGER
68500,aylık,gideri,TL,olan,True,GIDER
TL,gideri,68500,olan,birine,False,DIGER
olan,68500,TL,birine,<YOK>,False,DIGER
66000,<YOK>,<YOK>,geliri,bulunan,True,GELIR
geliri,<YOK>,66000,bulunan,birine,False,DIGER
bulunan,66000,geliri,birine,10,False,DIGER
birine,geliri,bulunan,10,ay,False,DIGER
10,bulunan,birine,ay,vade,True,VADE
ay,birine,10,vade,ile,False,DIGER
ettiğim,<YOK>,Talep,tutar,412500,False,DIGER
tutar,Talep,ettiğim,412500,TL,False,DIGER
412500,ettiğim,tutar,TL,ve,True,TUTAR
TL,tutar,412500,ve,giderim,False,DIGER
ve,412500,TL,giderim,ise,False,DIGER
giderim,TL,ve,ise,39000,False,DIGER
ise,ve,giderim,39000,TL,False,DIGER
39000,giderim,ise,TL,48,True,GIDER
TL,ise,39000,48,aylık,False,DIGER
48,39000,TL,aylık,vade,True,VADE
aylık,TL,48,vade,isteyen,False,DIGER
23000,<YOK>,<YOK>,TL,gideri,True,GIDER
TL,<YOK>,23000,gideri,olan,False,DIGER
gideri,23000,TL,olan,biri,False,DIGER
olan,TL,gideri,biri,ama,False,DIGER
biri,gideri,olan,ama,maaşı,False,DIGER
ama,olan,biri,maaşı,98500,False,DIGER
maaşı,biri,ama,98500,$,False,DIGER
98500,ama,maaşı,$,olan,True,GELIR
$,maaşı,98500,olan,birine,False,DIGER
olan,98500,$,birine,<YOK>,False,DIGER
birine,$,olan,<YOK>,<YOK>,False,DIGER
326500,<YOK>,<YOK>,TL,taşıt,True,TUTAR
TL,<YOK>,326500,taşıt,kredisi,False,DIGER
taşıt,326500,TL,kredisi,kullanmak,False,DIGER
kullanmak,taşıt,kredisi,istiyorum,144000,False,DIGER
istiyorum,kredisi,kullanmak,144000,geliri,False,DIGER
144000,kullanmak,istiyorum,geliri,olan,True,GELIR
geliri,istiyorum,144000,olan,birine,False,DIGER
olan,144000,geliri,birine,20,False,DIGER
birine,geliri,olan,20,ay,False,DIGER
20,olan,birine,ay,vadeyle,True,VADE
ay,birine,20,vadeyle,kredi,False,DIGER
Aylık,<YOK>,<YOK>,giderlerim,35500,False,DIGER
giderlerim,<YOK>,Aylık,35500,dolar,False,DIGER
35500,Aylık,giderlerim,dolar,<YOK>,True,GIDER
dolar,giderlerim,35500,<YOK>,<YOK>,False,DIGER
Birine,<YOK>,<YOK>,487500,kredi,False,DIGER
487500,<YOK>,Birine,kredi,öner,True,TUTAR
kredi,Birine,487500,öner,138500,False,DIGER
öner,487500,kredi,138500,geliri,False,DIGER
138500,kredi,öner,geliri,olan,True,GELIR
geliri,öner,138500,olan,biri,False,DIGER
olan,138500,geliri,biri,ve,False,DIGER
biri,geliri,olan,ve,44,False,DIGER
ve,olan,biri,44,aylık,False,DIGER
44,biri,ve,aylık,vade,True,VADE
ödemek,ay,içinde,istiyorum,birine,False,DIGER
istiyorum,içinde,ödemek,birine,571500,False,DIGER
birine,ödemek,istiyorum,571500,TL,False,DIGER
571500,istiyorum,birine,TL,kredi,True,TUTAR
TL,birine,571500,kredi,öner,False,DIGER
kredi,571500,TL,öner,ve,False,DIGER
öner,TL,kredi,ve,12500,False,DIGER
ve,kredi,öner,12500,gideri,False,DIGER
12500,öner,ve,gideri,bulunan,True,GIDER
gideri,ve,12500,bulunan,birine,False,DIGER
bulunan,12500,gideri,birine,<YOK>,False,DIGER
118000,<YOK>,<YOK>,€,geliri,True,GELIR
€,<YOK>,118000,geliri,olan,False,DIGER
geliri,118000,€,olan,birine,False,DIGER
olan,€,geliri,birine,harcaması,False,DIGER
birine,geliri,olan,harcaması,50000,False,DIGER
harcaması,olan,birine,50000,$,False,DIGER
50000,birine,harcaması,$,olan,True,GIDER
$,harcaması,50000,olan,biri,False,DIGER
olan,50000,$,biri,<YOK>,False,DIGER
15,<YOK>,<YOK>,ay,vadeyle,True,VADE
ay,<YOK>,15,vadeyle,kredi,False,DIGER
vadeyle,15,ay,kredi,isteyen,False,DIGER
isteyen,vadeyle,kredi,birine,birine,False,DIGER
birine,kredi,isteyen,birine,298000,False,DIGER
birine,isteyen,birine,298000,TL,False,DIGER
298000,birine,birine,TL,kredi,True,TUTAR
TL,birine,298000,kredi,öner,False,DIGER
kredi,298000,TL,öner,<YOK>,False,DIGER
Elime,<YOK>,<YOK>,108000,TL,False,DIGER
108000,<YOK>,Elime,TL,geçiyor,True,GELIR
TL,Elime,108000,geçiyor,ve,False,DIGER
geçiyor,108000,TL,ve,60000,False,DIGER
ve,TL,geçiyor,60000,gideri,False,DIGER
60000,geçiyor,ve,gideri,bulunan,True,GIDER
gideri,ve,60000,bulunan,birine,False,DIGER
bulunan,60000,gideri,birine,433000,False,DIGER
birine,gideri,bulunan,433000,kredi,False,DIGER
433000,bulunan,birine,kredi,isteyen,True,TUTAR
kredi,birine,433000,isteyen,kişiye,False,DIGER
isteyen,433000,kredi,kişiye,<YOK>,False,DIGER
Geliri,<YOK>,<YOK>,47500,olan,False,DIGER
47500,<YOK>,Geliri,olan,kişiye,True,GELIR
olan,Geliri,47500,kişiye,44,False,DIGER
kişiye,47500,olan,44,ay,False,DIGER
44,olan,kişiye,ay,vadeyle,True,VADE
ay,kişiye,44,vadeyle,kredi,False,DIGER
gideri,<YOK>,60500,olan,birine,False,DIGER
olan,60500,gideri,birine,<YOK>,False,DIGER
istiyorum,içinde,ödemek,birine,423000,False,DIGER
birine,ödemek,istiyorum,423000,USD,False,DIGER
423000,istiyorum,birine,USD,kredi,True,TUTAR
USD,birine,423000,kredi,öner,False,DIGER
kredi,423000,USD,öner,aylık,False,DIGER
öner,USD,kredi,aylık,masraflarım,False,DIGER
aylık,kredi,öner,masraflarım,11000,False,DIGER
masraflarım,öner,aylık,11000,dolar,False,DIGER
11000,aylık,masraflarım,dolar,ortalama,True,GIDER
dolar,masraflarım,11000,ortalama,62000,False,DIGER
ortalama,11000,dolar,62000,€,False,DIGER
62000,dolar,ortalama,€,kazanç,True,GELIR
€,ortalama,62000,kazanç,sağlıyorum,False,DIGER
kazanç,62000,€,sağlıyorum,<YOK>,False,DIGER
Birine,<YOK>,<YOK>,549500,kredi,False,DIGER
549500,<YOK>,Birine,kredi,öner,True,TUTAR
kredi,Birine,549500,öner,vade,False,DIGER
öner,549500,kredi,vade,olarak,False,DIGER
vade,kredi,öner,olarak,56,False,DIGER
olarak,öner,vade,56,ay,False,DIGER
56,vade,olarak,ay,düşünüyorum,True,VADE
ay,olarak,56,düşünüyorum,<YOK>,False,DIGER
düşünüyorum,56,ay,<YOK>,<YOK>,False,DIGER
Elime,<YOK>,<YOK>,10000,€,False,DIGER
10000,<YOK>,Elime,€,geçiyor,True,GELIR
€,Elime,10000,geçiyor,ve,False,DIGER
geçiyor,10000,€,ve,71000,False,DIGER
ve,€,geçiyor,71000,€,False,DIGER
71000,geçiyor,ve,€,gideri,True,GIDER
€,ve,71000,gideri,bulunan,False,DIGER
gideri,71000,€,bulunan,birine,False,DIGER
bulunan,€,gideri,birine,<YOK>,False,DIGER
347500,<YOK>,<YOK>,TL,konut,True,TUTAR
TL,<YOK>,347500,konut,kredisi,False,DIGER
konut,347500,TL,kredisi,istiyorum,False,DIGER
kredisi,TL,konut,istiyorum,19,False,DIGER
istiyorum,konut,kredisi,19,ay,False,DIGER
19,kredisi,istiyorum,ay,vadeyle,True,VADE
ay,istiyorum,19,vadeyle,<YOK>,False,DIGER
vadeyle,19,ay,<YOK>,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,civarında,25000,False,DIGER
civarında,<YOK>,Giderim,25000,TL,False,DIGER
25000,Giderim,civarında,TL,aylık,True,GIDER
TL,civarında,25000,aylık,geliri,False,DIGER
aylık,25000,TL,geliri,71000,False,DIGER
geliri,TL,aylık,71000,€,False,DIGER
71000,aylık,geliri,€,olan,True,GELIR
€,geliri,71000,olan,birine,False,DIGER
olan,71000,€,birine,116000,False,DIGER
birine,€,olan,116000,€,False,DIGER
116000,olan,birine,€,kredi,True,TUTAR
€,birine,116000,kredi,kullanmak,False,DIGER
kredi,116000,€,kullanmak,istiyorum,False,DIGER
35,<YOK>,<YOK>,ay,vade,True,VADE
ay,<YOK>,35,vade,ile,False,DIGER
67000,<YOK>,<YOK>,dolar,gider,True,GIDER
dolar,<YOK>,67000,gider,yapıyorum,False,DIGER
gider,67000,dolar,yapıyorum,ama,False,DIGER
yapıyorum,dolar,gider,ama,31500,False,DIGER
ama,gider,yapıyorum,31500,TL,False,DIGER
31500,yapıyorum,ama,TL,kredi,True,TUTAR
TL,ama,31500,kredi,kullanmak,False,DIGER
kredi,31500,TL,kullanmak,istiyorum,False,DIGER
kullanmak,TL,kredi,istiyorum,114000,False,DIGER
istiyorum,kredi,kullanmak,114000,dolar,False,DIGER
114000,kullanmak,istiyorum,dolar,kazanan,True,GELIR
dolar,istiyorum,114000,kazanan,birine,False,DIGER
kazanan,114000,dolar,birine,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,geliri,37500,False,DIGER
geliri,<YOK>,Aylık,37500,USD,False,DIGER
37500,Aylık,geliri,USD,olan,True,GELIR
USD,geliri,37500,olan,birine,False,DIGER
olan,37500,USD,birine,41500,False,DIGER
birine,USD,olan,41500,USD,False,DIGER
41500,olan,birine,USD,gideri,True,GIDER
USD,birine,41500,gideri,olan,False,DIGER
gideri,41500,USD,olan,birine,False,DIGER
olan,USD,gideri,birine,7,False,DIGER
birine,gideri,olan,7,ay,False,DIGER
7,olan,birine,ay,vadeyle,True,VADE
ay,birine,7,vadeyle,<YOK>,False,DIGER
90500,<YOK>,<YOK>,geliri,var,True,GELIR
geliri,<YOK>,90500,var,14,False,DIGER
var,90500,geliri,14,aylık,False,DIGER
14,geliri,var,aylık,66000,True,VADE
aylık,var,14,66000,dolar,False,DIGER
66000,14,aylık,dolar,konut,True,TUTAR
dolar,aylık,66000,konut,kredisi,False,DIGER
konut,66000,dolar,kredisi,istiyorum,False,DIGER
579500,<YOK>,<YOK>,euro,taşıt,True,TUTAR
euro,<YOK>,579500,taşıt,kredisi,False,DIGER
taşıt,579500,euro,kredisi,kullanmak,False,DIGER
kullanmak,taşıt,kredisi,istiyorum,54,False,DIGER
istiyorum,kredisi,kullanmak,54,ay,False,DIGER
54,kullanmak,istiyorum,ay,vadeyle,True,VADE
ay,istiyorum,54,vadeyle,kredi,False,DIGER
birine,kredi,isteyen,giderim,74500,False,DIGER
giderim,isteyen,birine,74500,<YOK>,False,DIGER
74500,birine,giderim,<YOK>,<YOK>,True,GIDER
276000,<YOK>,<YOK>,USD'lik,kredi,True,TUTAR
USD'lik,<YOK>,276000,kredi,isteyen,False,DIGER
kredi,276000,USD'lik,isteyen,birine,False,DIGER
isteyen,USD'lik,kredi,birine,elime,False,DIGER
birine,kredi,isteyen,elime,135000,False,DIGER
elime,isteyen,birine,135000,TL,False,DIGER
135000,birine,elime,TL,geçiyor,True,GELIR
TL,elime,135000,geçiyor,16,False,DIGER
geçiyor,135000,TL,16,ay,False,DIGER
16,TL,geçiyor,ay,vadeyle,True,VADE
ay,geçiyor,16,vadeyle,22000,False,DIGER
vadeyle,16,ay,22000,gideri,False,DIGER
22000,ay,vadeyle,gideri,olan,True,GIDER
gideri,vadeyle,22000,olan,birine,False,DIGER
olan,22000,gideri,birine,<YOK>,False,DIGER
Maaşı,<YOK>,<YOK>,88500,olan,False,DIGER
88500,<YOK>,Maaşı,olan,biri,True,GELIR
olan,Maaşı,88500,biri,ve,False,DIGER
biri,88500,olan,ve,47000,False,DIGER
ve,olan,biri,47000,USD,False,DIGER
47000,biri,ve,USD,gideri,True,GIDER
USD,ve,47000,gideri,olan,False,DIGER
gideri,47000,USD,olan,biri,False,DIGER
40,<YOK>,<YOK>,ay,vadeli,True,VADE
ay,<YOK>,40,vadeli,elime,False,DIGER
vadeli,40,ay,elime,124000,False,DIGER
elime,ay,vadeli,124000,TL,False,DIGER
124000,vadeli,elime,TL,geçiyor,True,GELIR
TL,elime,124000,geçiyor,421500,False,DIGER
geçiyor,124000,TL,421500,ihtiyaç,False,DIGER
421500,TL,geçiyor,ihtiyaç,kredisi,True,TUTAR
ihtiyaç,geçiyor,421500,kredisi,istiyorum,False,DIGER
kredisi,421500,ihtiyaç,istiyorum,<YOK>,False,DIGER
Gideri,<YOK>,<YOK>,67000,€,False,DIGER
67000,<YOK>,Gideri,€,olan,True,GIDER
€,Gideri,67000,olan,kişiye,False,DIGER
olan,67000,€,kişiye,ama,False,DIGER
kişiye,€,olan,ama,305500,False,DIGER
ama,olan,kişiye,305500,ihtiyaç,False,DIGER
305500,kişiye,ama,ihtiyaç,kredisi,True,TUTAR
ihtiyaç,ama,305500,kredisi,istiyorum,False,DIGER
kredisi,305500,ihtiyaç,istiyorum,58,False,DIGER
istiyorum,ihtiyaç,kredisi,58,ay,False,DIGER
58,kredisi,istiyorum,ay,vade,True,VADE
ay,istiyorum,58,vade,düşünüyorum,False,DIGER
vade,58,ay,düşünüyorum,<YOK>,False,DIGER
Maaşı,<YOK>,<YOK>,140500,USD,False,DIGER
140500,<YOK>,Maaşı,USD,olan,True,GELIR
USD,Maaşı,140500,olan,birine,False,DIGER
olan,140500,USD,birine,ama,False,DIGER
birine,USD,olan,ama,229000,False,DIGER
ama,olan,birine,229000,kredi,False,DIGER
229000,birine,ama,kredi,istiyorum,True,TUTAR
kredi,ama,229000,istiyorum,43,False,DIGER
istiyorum,229000,kredi,43,ay,False,DIGER
43,kredi,istiyorum,ay,vadeyle,True,VADE
ay,istiyorum,43,vadeyle,aylık,False,DIGER
vadeyle,43,ay,aylık,giderlerim,False,DIGER
aylık,ay,vadeyle,giderlerim,3000,False,DIGER
giderlerim,vadeyle,aylık,3000,$,False,DIGER
3000,aylık,giderlerim,$,<YOK>,True,GIDER
$,giderlerim,3000,<YOK>,<YOK>,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,21000,False,DIGER
giderim,<YOK>,Ortalama,21000,TL,False,DIGER
21000,Ortalama,giderim,TL,gelirim,True,GIDER
TL,giderim,21000,gelirim,ise,False,DIGER
gelirim,21000,TL,ise,107000,False,DIGER
ise,TL,gelirim,107000,€,False,DIGER
107000,gelirim,ise,€,ama,True,GELIR
€,ise,107000,ama,352500,False,DIGER
ama,107000,€,352500,dolar,False,DIGER
352500,€,ama,dolar,kredi,True,TUTAR
dolar,ama,352500,kredi,isteyen,False,DIGER
kredi,352500,dolar,isteyen,kişiye,False,DIGER
isteyen,dolar,kredi,kişiye,<YOK>,False,DIGER
599500,<YOK>,<YOK>,TL,taşıt,True,TUTAR
TL,<YOK>,599500,taşıt,kredisi,False,DIGER
taşıt,599500,TL,kredisi,kullanmak,False,DIGER
kullanmak,taşıt,kredisi,istiyorum,91500,False,DIGER
istiyorum,kredisi,kullanmak,91500,kazanan,False,DIGER
91500,kullanmak,istiyorum,kazanan,birine,True,GELIR
kazanan,istiyorum,91500,birine,ve,False,DIGER
birine,91500,kazanan,ve,ayda,False,DIGER
ve,kazanan,birine,ayda,46000,False,DIGER
ayda,birine,ve,46000,harcıyorum,False,DIGER
46000,ve,ayda,harcıyorum,<YOK>,True,GIDER
harcıyorum,ayda,46000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,giderlerim,31500,False,DIGER
giderlerim,<YOK>,Aylık,31500,$,False,DIGER
31500,Aylık,giderlerim,$,ama,True,GIDER
$,giderlerim,31500,ama,toplam,False,DIGER
ama,31500,$,toplam,gelirim,False,DIGER
toplam,$,ama,gelirim,111000,False,DIGER
gelirim,ama,toplam,111000,33,False,DIGER
111000,toplam,gelirim,33,ay,True,GELIR
33,gelirim,111000,ay,vadeyle,True,VADE
ay,111000,33,vadeyle,<YOK>,False,DIGER
vadeyle,33,ay,<YOK>,<YOK>,False,DIGER
ile,ay,vade,birine,net,False,DIGER
birine,vade,ile,net,gelirim,False,DIGER
net,ile,birine,gelirim,108500,False,DIGER
gelirim,birine,net,108500,USD,False,DIGER
108500,net,gelirim,USD,90000,True,GELIR
USD,gelirim,108500,90000,kredi,False,DIGER
90000,108500,USD,kredi,isteyen,True,TUTAR
kredi,USD,90000,isteyen,kişiye,False,DIGER
isteyen,90000,kredi,kişiye,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,452000,TL,False,DIGER
452000,<YOK>,Yaklaşık,TL,bir,True,TUTAR
TL,Yaklaşık,452000,bir,kredi,False,DIGER
bir,452000,TL,kredi,istiyorum,False,DIGER
kredi,TL,bir,istiyorum,aylık,False,DIGER
istiyorum,bir,kredi,aylık,gideri,False,DIGER
aylık,kredi,istiyorum,gideri,5000,False,DIGER
gideri,istiyorum,aylık,5000,TL,False,DIGER
5000,aylık,gideri,TL,olan,True,GIDER
TL,gideri,5000,olan,birine,False,DIGER
olan,5000,TL,birine,<YOK>,False,DIGER
3500,<YOK>,<YOK>,gideri,olan,True,GIDER
gideri,<YOK>,3500,olan,birine,False,DIGER
olan,3500,gideri,birine,7,False,DIGER
ay,birine,7,vadeyle,kredi,False,DIGER
vadeyle,7,ay,kredi,isteyen,False,DIGER
isteyen,vadeyle,kredi,birine,314000,False,DIGER
birine,kredi,isteyen,314000,kredi,False,DIGER
314000,isteyen,birine,kredi,isteyen,True,TUTAR
kredi,birine,314000,isteyen,kişiye,False,DIGER
isteyen,314000,kredi,kişiye,144000,False,DIGER
kişiye,kredi,isteyen,144000,geliri,False,DIGER
144000,isteyen,kişiye,geliri,olan,True,GELIR
geliri,kişiye,144000,olan,biri,False,DIGER
vade,27,ay,ile,birine,False,DIGER
birine,vade,ile,ama,20500,False,DIGER
ama,ile,birine,20500,geliri,False,DIGER
20500,birine,ama,geliri,olan,True,GELIR
geliri,ama,20500,olan,birine,False,DIGER
olan,20500,geliri,birine,ama,False,DIGER
birine,geliri,olan,ama,22500,False,DIGER
ama,olan,birine,22500,TL,False,DIGER
22500,birine,ama,TL,gideri,True,GIDER
TL,ama,22500,gideri,bulunan,False,DIGER
gideri,22500,TL,bulunan,birine,False,DIGER
birine,vade,isteyen,ama,277500,False,DIGER
ama,isteyen,birine,277500,tutarında,False,DIGER
277500,birine,ama,tutarında,kredi,True,TUTAR
tutarında,ama,277500,kredi,istiyorum,False,DIGER
kredi,277500,tutarında,istiyorum,<YOK>,False,DIGER
321500,<YOK>,<YOK>,$,kredi,True,TUTAR
$,<YOK>,321500,kredi,istiyorum,False,DIGER
kredi,321500,$,istiyorum,17000,False,DIGER
istiyorum,$,kredi,17000,€,False,DIGER
17000,kredi,istiyorum,€,gideri,True,GIDER
€,istiyorum,17000,gideri,olan,False,DIGER
gideri,17000,€,olan,biri,False,DIGER
olan,€,gideri,biri,ama,False,DIGER
biri,gideri,olan,ama,114500,False,DIGER
ama,olan,biri,114500,euro,False,DIGER
114500,biri,ama,euro,geliri,True,GELIR
euro,ama,114500,geliri,bulunan,False,DIGER
geliri,114500,euro,bulunan,birine,False,DIGER
Maaşı,<YOK>,<YOK>,114000,olan,False,DIGER
114000,<YOK>,Maaşı,olan,biri,True,GELIR
olan,Maaşı,114000,biri,ama,False,DIGER
biri,114000,olan,ama,26,False,DIGER
ama,olan,biri,26,aylık,False,DIGER
26,biri,ama,aylık,vade,True,VADE
aylık,ama,26,vade,isteyen,False,DIGER
Harcamalarım,<YOK>,<YOK>,46500,dolar,False,DIGER
46500,<YOK>,Harcamalarım,dolar,303500,True,GIDER
dolar,Harcamalarım,46500,303500,euro'lik,False,DIGER
303500,46500,dolar,euro'lik,kredi,True,TUTAR
euro'lik,dolar,303500,kredi,isteyen,False,DIGER
kredi,303500,euro'lik,isteyen,birine,False,DIGER
isteyen,euro'lik,kredi,birine,<YOK>,False,DIGER
ve,ödemek,istiyorum,düzenli,gelirim,False,DIGER
düzenli,istiyorum,ve,gelirim,114500,False,DIGER
gelirim,ve,düzenli,114500,TL,False,DIGER
114500,düzenli,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,114500,<YOK>,<YOK>,False,DIGER
olan,13500,gideri,birine,15,False,DIGER
birine,gideri,olan,15,ay,False,DIGER
15,olan,birine,ay,vadeli,True,VADE
ay,birine,15,vadeli,ve,False,DIGER
vadeli,15,ay,ve,birine,False,DIGER
ve,ay,vadeli,birine,272000,False,DIGER
birine,vadeli,ve,272000,kredi,False,DIGER
272000,ve,birine,kredi,öner,True,TUTAR
kredi,birine,272000,öner,<YOK>,False,DIGER
öner,272000,kredi,<YOK>,<YOK>,False,DIGER
Ayda,<YOK>,<YOK>,56500,harcıyorum,False,DIGER
56500,<YOK>,Ayda,harcıyorum,449500,True,GIDER
harcıyorum,Ayda,56500,449500,dolar'lik,False,DIGER
449500,56500,harcıyorum,dolar'lik,kredi,True,TUTAR
dolar'lik,harcıyorum,449500,kredi,isteyen,False,DIGER
kredi,449500,dolar'lik,isteyen,birine,False,DIGER
isteyen,dolar'lik,kredi,birine,104500,False,DIGER
birine,kredi,isteyen,104500,kazanan,False,DIGER
104500,isteyen,birine,kazanan,birine,True,GELIR
kazanan,birine,104500,birine,<YOK>,False,DIGER
birine,104500,kazanan,<YOK>,<YOK>,False,DIGER
144000,<YOK>,<YOK>,geliri,var,True,GELIR
geliri,<YOK>,144000,var,vade,False,DIGER
var,144000,geliri,vade,olarak,False,DIGER
vade,geliri,var,olarak,32,False,DIGER
olarak,var,vade,32,ay,False,DIGER
32,vade,olarak,ay,düşünüyorum,True,VADE
ay,olarak,32,düşünüyorum,<YOK>,False,DIGER
düşünüyorum,32,ay,<YOK>,<YOK>,False,DIGER
12,<YOK>,<YOK>,aylık,232500,True,VADE
aylık,<YOK>,12,232500,kredi,False,DIGER
232500,12,aylık,kredi,istiyorum,True,TUTAR
kredi,aylık,232500,istiyorum,ortalama,False,DIGER
istiyorum,232500,kredi,ortalama,giderim,False,DIGER
ortalama,kredi,istiyorum,giderim,44000,False,DIGER
giderim,istiyorum,ortalama,44000,USD,False,DIGER
44000,ortalama,giderim,USD,<YOK>,True,GIDER
Ayda,<YOK>,<YOK>,12000,harcıyorum,False,DIGER
12000,<YOK>,Ayda,harcıyorum,ama,True,GIDER
harcıyorum,Ayda,12000,ama,toplam,False,DIGER
ama,12000,harcıyorum,toplam,gelirim,False,DIGER
toplam,harcıyorum,ama,gelirim,132000,False,DIGER
gelirim,ama,toplam,132000,TL,False,DIGER
